image;X;Y;issues
spotassay_214_00.jpg;55;17;False
spotassay_214_01.jpg;56;69;False
spotassay_214_02.jpg;44;151;False
spotassay_214_03.jpg;59;158;False
spotassay_215_00.jpg;45;45;False
spotassay_215_01.jpg;65;76;False
spotassay_215_02.jpg;68;358;False
spotassay_215_03.jpg;46;201;False
spotassay_216_00.jpg;35;103;False
spotassay_216_01.jpg;33;87;False
spotassay_216_02.jpg;55;178;False
spotassay_216_03.jpg;58;190;False
spotassay_217_00.jpg;59;35;False
spotassay_217_01.jpg;69;38;False
spotassay_217_02.jpg;53;133;False
spotassay_217_03.jpg;63;217;False
spotassay_218_00.jpg;54;31;False
spotassay_218_01.jpg;68;34;False
spotassay_218_02.jpg;61;152;False
spotassay_218_03.jpg;55;240;False
spotassay_219_00.jpg;35;75;False
spotassay_219_01.jpg;0;66;True
spotassay_219_02.jpg;6;354;False
spotassay_219_03.jpg;25;80;False
spotassay_220_00.jpg;45;46;False
spotassay_220_01.jpg;48;46;False
spotassay_220_02.jpg;14;350;False
spotassay_220_03.jpg;41;73;False
spotassay_221_00.jpg;48;54;False
spotassay_221_01.jpg;56;19;False
spotassay_221_02.jpg;8;136;False
spotassay_221_03.jpg;50;203;False
spotassay_222_00.jpg;31;42;False
spotassay_222_01.jpg;46;59;False
spotassay_222_02.jpg;33;88;False
spotassay_222_03.jpg;43;203;False
spotassay_223_00.jpg;140;98;False
spotassay_223_01.jpg;33;54;False
spotassay_223_02.jpg;58;90;False
spotassay_223_03.jpg;1;119;False
spotassay_224_00.jpg;12;61;True
spotassay_224_01.jpg;52;56;False
spotassay_224_02.jpg;33;111;False
spotassay_224_03.jpg;25;75;False
spotassay_225_00.jpg;14;4;False
spotassay_225_01.jpg;62;0;False
spotassay_225_02.jpg;4;103;True
spotassay_225_03.jpg;22;199;False
spotassay_226_00.jpg;85;67;False
spotassay_226_01.jpg;50;40;False
spotassay_226_02.jpg;90;79;False
spotassay_226_03.jpg;75;111;False
spotassay_227_00.jpg;18;80;False
spotassay_227_01.jpg;52;67;False
spotassay_227_02.jpg;4;346;False
spotassay_227_03.jpg;52;103;False
spotassay_228_00.jpg;16;69;False
spotassay_228_01.jpg;50;42;False
spotassay_228_02.jpg;39;107;False
spotassay_228_03.jpg;39;193;False
spotassay_229_00.jpg;27;31;False
spotassay_229_01.jpg;39;44;False
spotassay_229_02.jpg;24;77;False
spotassay_229_03.jpg;25;65;False
spotassay_230_00.jpg;66;94;False
spotassay_230_01.jpg;66;101;False
spotassay_230_02.jpg;52;170;False
spotassay_230_03.jpg;45;203;False
spotassay_231_00.jpg;50;25;False
spotassay_231_01.jpg;66;56;False
spotassay_231_02.jpg;3;63;False
spotassay_231_03.jpg;27;203;False
spotassay_232_00.jpg;52;56;False
spotassay_232_01.jpg;60;69;False
spotassay_232_02.jpg;45;176;False
spotassay_232_03.jpg;58;98;False
spotassay_233_00.jpg;41;69;False
spotassay_233_01.jpg;39;46;False
spotassay_233_02.jpg;64;161;False
spotassay_233_03.jpg;52;371;False
spotassay_234_00.jpg;45;73;False
spotassay_234_01.jpg;41;50;False
spotassay_234_02.jpg;45;184;False
spotassay_234_03.jpg;45;195;False
spotassay_235_00.jpg;48;90;False
spotassay_235_01.jpg;111;109;False
spotassay_235_02.jpg;45;138;False
spotassay_235_03.jpg;152;159;False
spotassay_236_00.jpg;25;80;False
spotassay_236_01.jpg;176;67;False
spotassay_236_02.jpg;1;132;False
spotassay_236_03.jpg;54;145;False
spotassay_237_00.jpg;60;203;False
spotassay_237_01.jpg;12;159;False
spotassay_237_02.jpg;10;417;False
spotassay_237_03.jpg;58;121;False
spotassay_238_00.jpg;43;63;False
spotassay_238_01.jpg;56;54;False
spotassay_238_02.jpg;6;222;False
spotassay_238_03.jpg;71;145;False
spotassay_239_00.jpg;41;100;False
spotassay_239_01.jpg;54;82;False
spotassay_239_02.jpg;48;214;False
spotassay_239_03.jpg;50;136;False
spotassay_240_00.jpg;52;88;False
spotassay_240_01.jpg;52;130;False
spotassay_240_02.jpg;0;398;False
spotassay_240_03.jpg;43;134;False
spotassay_241_00.jpg;43;124;False
spotassay_241_01.jpg;48;73;False
spotassay_241_02.jpg;48;212;False
spotassay_241_03.jpg;39;126;False
spotassay_242_00.jpg;58;199;False
spotassay_242_01.jpg;217;191;False
spotassay_242_02.jpg;46;249;False
spotassay_242_03.jpg;211;155;False
spotassay_243_00.jpg;37;29;False
spotassay_243_01.jpg;209;19;False
spotassay_243_02.jpg;64;195;False
spotassay_243_03.jpg;56;122;False
spotassay_244_00.jpg;54;130;False
spotassay_244_01.jpg;41;109;False
spotassay_244_02.jpg;25;210;False
spotassay_244_03.jpg;60;151;False
spotassay_245_00.jpg;45;124;False
spotassay_245_01.jpg;222;101;False
spotassay_245_02.jpg;35;226;False
spotassay_245_03.jpg;121;218;False
spotassay_246_00.jpg;45;138;False
spotassay_246_01.jpg;66;159;False
spotassay_246_02.jpg;60;203;False
spotassay_246_03.jpg;54;205;False
spotassay_247_00.jpg;45;73;False
spotassay_247_01.jpg;56;119;False
spotassay_247_02.jpg;54;357;False
spotassay_247_03.jpg;62;124;False
spotassay_248_00.jpg;54;122;False
spotassay_248_01.jpg;50;163;False
spotassay_248_02.jpg;90;377;False
spotassay_248_03.jpg;48;350;False
spotassay_249_00.jpg;39;140;False
spotassay_249_01.jpg;58;122;False
spotassay_249_02.jpg;6;373;False
spotassay_249_03.jpg;71;132;False
spotassay_250_00.jpg;29;44;False
spotassay_250_01.jpg;60;75;False
spotassay_250_02.jpg;12;180;False
spotassay_250_03.jpg;60;115;False
spotassay_251_00.jpg;31;132;False
spotassay_251_01.jpg;64;90;False
spotassay_251_02.jpg;41;174;False
spotassay_251_03.jpg;43;88;False
spotassay_252_00.jpg;83;79;False
spotassay_252_01.jpg;6;42;False
spotassay_252_02.jpg;8;373;False
spotassay_252_03.jpg;81;356;False
spotassay_253_00.jpg;29;130;False
spotassay_253_01.jpg;81;138;False
spotassay_253_02.jpg;45;187;False
spotassay_253_03.jpg;43;361;False
spotassay_254_00.jpg;64;71;False
spotassay_254_01.jpg;90;161;False
spotassay_254_02.jpg;68;346;False
spotassay_254_03.jpg;35;197;False
spotassay_255_00.jpg;12;100;False
spotassay_255_01.jpg;60;138;False
spotassay_255_02.jpg;43;291;False
spotassay_255_03.jpg;60;191;False
spotassay_256_00.jpg;48;138;False
spotassay_256_01.jpg;41;155;False
spotassay_256_02.jpg;16;239;False
spotassay_256_03.jpg;29;193;False
spotassay_257_00.jpg;29;90;False
spotassay_257_01.jpg;58;124;False
spotassay_257_02.jpg;27;180;False
spotassay_257_03.jpg;58;136;False
spotassay_258_00.jpg;60;59;False
spotassay_258_01.jpg;39;59;False
spotassay_258_02.jpg;50;405;False
spotassay_258_03.jpg;52;80;False
spotassay_259_00.jpg;31;98;False
spotassay_259_01.jpg;50;113;False
spotassay_259_02.jpg;0;115;False
spotassay_259_03.jpg;98;142;False
spotassay_260_00.jpg;60;113;False
spotassay_260_01.jpg;46;103;False
spotassay_260_02.jpg;45;199;False
spotassay_260_03.jpg;39;115;False
spotassay_261_00.jpg;33;73;False
spotassay_261_01.jpg;31;98;False
spotassay_261_02.jpg;54;172;False
spotassay_261_03.jpg;58;122;False
spotassay_262_00.jpg;60;113;False
spotassay_262_01.jpg;220;65;False
spotassay_262_02.jpg;20;201;False
spotassay_262_03.jpg;174;124;False
spotassay_263_00.jpg;48;101;False
spotassay_263_01.jpg;50;130;False
spotassay_263_02.jpg;43;149;False
spotassay_263_03.jpg;48;107;False
spotassay_264_00.jpg;54;113;False
spotassay_264_01.jpg;46;115;False
spotassay_264_02.jpg;25;170;False
spotassay_264_03.jpg;35;159;False
spotassay_265_00.jpg;43;103;False
spotassay_265_01.jpg;48;96;False
spotassay_265_02.jpg;52;71;False
spotassay_265_03.jpg;29;155;False
spotassay_266_00.jpg;46;56;False
spotassay_266_01.jpg;24;59;False
spotassay_266_02.jpg;24;182;False
spotassay_266_03.jpg;18;46;False
spotassay_267_00.jpg;37;132;False
spotassay_267_01.jpg;48;132;False
spotassay_267_02.jpg;46;245;False
spotassay_267_03.jpg;37;182;False
spotassay_268_00.jpg;46;134;False
spotassay_268_01.jpg;52;119;False
spotassay_268_02.jpg;43;191;False
spotassay_268_03.jpg;41;207;False
spotassay_269_00.jpg;31;172;False
spotassay_269_01.jpg;62;107;False
spotassay_269_02.jpg;77;279;False
spotassay_269_03.jpg;43;142;False
spotassay_270_00.jpg;52;130;False
spotassay_270_01.jpg;39;121;False
spotassay_270_02.jpg;43;205;False
spotassay_270_03.jpg;92;115;False
spotassay_271_00.jpg;62;101;False
spotassay_271_01.jpg;46;121;False
spotassay_271_02.jpg;46;260;False
spotassay_271_03.jpg;48;187;False
spotassay_272_00.jpg;39;122;False
spotassay_272_01.jpg;58;88;False
spotassay_272_02.jpg;92;235;False
spotassay_272_03.jpg;35;157;False
spotassay_273_00.jpg;41;23;False
spotassay_273_01.jpg;35;33;False
spotassay_273_02.jpg;31;166;False
spotassay_273_03.jpg;46;138;False
spotassay_274_00.jpg;22;75;False
spotassay_274_01.jpg;52;94;False
spotassay_274_02.jpg;6;191;False
spotassay_274_03.jpg;60;142;False
spotassay_275_00.jpg;77;119;False
spotassay_275_01.jpg;136;44;False
spotassay_275_02.jpg;35;231;False
spotassay_275_03.jpg;18;233;False
spotassay_276_00.jpg;29;92;False
spotassay_276_01.jpg;71;17;False
spotassay_276_02.jpg;24;174;False
spotassay_276_03.jpg;46;136;False
spotassay_277_00.jpg;79;82;False
spotassay_277_01.jpg;37;61;False
spotassay_277_02.jpg;58;212;False
spotassay_277_03.jpg;39;176;False
spotassay_278_00.jpg;39;82;False
spotassay_278_01.jpg;123;56;False
spotassay_278_02.jpg;56;357;False
spotassay_278_03.jpg;54;149;False
spotassay_279_00.jpg;117;100;False
spotassay_279_01.jpg;148;100;False
spotassay_279_02.jpg;75;65;False
spotassay_279_03.jpg;58;61;False
spotassay_280_00.jpg;48;94;False
spotassay_280_01.jpg;58;103;False
spotassay_280_02.jpg;43;207;False
spotassay_280_03.jpg;69;145;False
spotassay_281_00.jpg;64;111;False
spotassay_281_01.jpg;50;61;False
spotassay_281_02.jpg;77;422;False
spotassay_281_03.jpg;4;373;False
spotassay_282_00.jpg;60;111;False
spotassay_282_01.jpg;69;33;False
spotassay_282_02.jpg;71;388;False
spotassay_282_03.jpg;0;367;False
spotassay_283_00.jpg;4;88;False
spotassay_283_01.jpg;58;44;False
spotassay_283_02.jpg;54;394;False
spotassay_283_03.jpg;60;369;False
spotassay_284_00.jpg;52;73;False
spotassay_284_01.jpg;41;107;False
spotassay_284_02.jpg;123;382;False
spotassay_284_03.jpg;50;365;False
spotassay_285_00.jpg;35;17;False
spotassay_285_01.jpg;64;103;False
spotassay_285_02.jpg;33;365;False
spotassay_285_03.jpg;10;375;False
spotassay_286_00.jpg;50;109;False
spotassay_286_01.jpg;68;84;False
spotassay_286_02.jpg;46;231;False
spotassay_286_03.jpg;22;369;False
spotassay_287_00.jpg;27;75;False
spotassay_287_01.jpg;48;69;False
spotassay_287_02.jpg;48;224;False
spotassay_287_03.jpg;64;373;False
spotassay_288_00.jpg;46;84;False
spotassay_288_01.jpg;33;90;False
spotassay_288_02.jpg;45;369;False
spotassay_288_03.jpg;41;388;False
spotassay_289_00.jpg;48;44;False
spotassay_289_01.jpg;50;103;False
spotassay_289_02.jpg;52;226;False
spotassay_289_03.jpg;52;350;False
spotassay_290_00.jpg;52;92;False
spotassay_290_01.jpg;75;126;False
spotassay_290_02.jpg;60;166;False
spotassay_290_03.jpg;58;166;False
spotassay_291_00.jpg;96;82;False
spotassay_291_01.jpg;94;180;False
spotassay_291_02.jpg;94;335;False
spotassay_291_03.jpg;56;121;False
spotassay_292_00.jpg;52;56;False
spotassay_292_01.jpg;50;140;False
spotassay_292_02.jpg;39;140;False
spotassay_292_03.jpg;1;442;False
spotassay_293_00.jpg;50;61;False
spotassay_293_01.jpg;58;101;False
spotassay_293_02.jpg;48;348;False
spotassay_293_03.jpg;43;434;False
spotassay_294_00.jpg;12;48;False
spotassay_294_01.jpg;33;136;False
spotassay_294_02.jpg;14;377;False
spotassay_294_03.jpg;6;405;True
spotassay_295_00.jpg;46;33;False
spotassay_295_01.jpg;41;101;False
spotassay_295_02.jpg;39;294;False
spotassay_295_03.jpg;39;424;False
spotassay_296_00.jpg;45;35;False
spotassay_296_01.jpg;66;122;False
spotassay_296_02.jpg;64;161;False
spotassay_296_03.jpg;48;428;False
spotassay_297_00.jpg;25;48;False
spotassay_297_01.jpg;48;92;False
spotassay_297_02.jpg;92;354;False
spotassay_297_03.jpg;54;205;False
spotassay_298_00.jpg;50;82;False
spotassay_298_01.jpg;46;117;False
spotassay_298_02.jpg;41;184;False
spotassay_298_03.jpg;75;436;False
spotassay_299_00.jpg;33;42;False
spotassay_299_01.jpg;43;134;False
spotassay_299_02.jpg;29;182;False
spotassay_299_03.jpg;54;275;False
spotassay_2a.png;96;218;False
spotassay_2b.png;92;214;False
spotassay_2c.png;75;229;False
spotassay_2d.png;113;289;False
spotassay_300_00.jpg;39;59;False
spotassay_300_01.jpg;68;117;False
spotassay_300_02.jpg;25;134;False
spotassay_300_03.jpg;4;208;False
spotassay_302_00.jpg;77;82;False
spotassay_302_01.jpg;43;126;False
spotassay_302_02.jpg;43;124;False
spotassay_302_03.jpg;41;239;False
spotassay_303_00.jpg;48;86;False
spotassay_303_01.jpg;24;144;False
spotassay_303_02.jpg;41;302;False
spotassay_303_03.jpg;45;214;False
spotassay_304_00.jpg;43;86;False
spotassay_304_01.jpg;50;82;False
spotassay_304_02.jpg;33;157;False
spotassay_304_03.jpg;39;260;False
spotassay_305_00.jpg;52;48;False
spotassay_305_01.jpg;41;147;False
spotassay_305_02.jpg;6;346;True
spotassay_305_03.jpg;10;222;False
spotassay_306_00.jpg;24;46;False
spotassay_306_01.jpg;132;170;False
spotassay_306_02.jpg;29;361;False
spotassay_306_03.jpg;54;166;False
spotassay_307_00.jpg;48;101;False
spotassay_307_01.jpg;131;134;False
spotassay_307_02.jpg;98;348;False
spotassay_307_03.jpg;39;270;False
spotassay_308_00.jpg;31;56;False
spotassay_308_01.jpg;16;124;False
spotassay_308_02.jpg;41;149;False
spotassay_308_03.jpg;12;453;False
spotassay_309_00.jpg;45;88;False
spotassay_309_01.jpg;37;122;False
spotassay_309_02.jpg;35;161;False
spotassay_309_03.jpg;33;237;False
spotassay_310_00.jpg;8;71;False
spotassay_310_01.jpg;14;21;False
spotassay_310_02.jpg;96;367;False
spotassay_310_03.jpg;48;126;False
spotassay_311_00.jpg;31;98;False
spotassay_311_01.jpg;68;38;False
spotassay_311_02.jpg;24;273;False
spotassay_311_03.jpg;54;159;False
spotassay_312_00.jpg;29;92;False
spotassay_312_01.jpg;39;19;False
spotassay_312_02.jpg;77;411;False
spotassay_312_03.jpg;16;396;False
spotassay_313_00.jpg;41;42;False
spotassay_313_01.jpg;25;80;False
spotassay_313_02.jpg;20;142;False
spotassay_313_03.jpg;50;144;False
spotassay_314_00.jpg;39;86;False
spotassay_314_01.jpg;24;23;False
spotassay_314_02.jpg;33;180;False
spotassay_314_03.jpg;39;210;False
spotassay_315_00.jpg;33;88;False
spotassay_315_01.jpg;71;8;False
spotassay_315_02.jpg;41;207;False
spotassay_315_03.jpg;37;166;False
spotassay_316_00.jpg;73;88;False
spotassay_316_01.jpg;48;31;False
spotassay_316_02.jpg;71;411;False
spotassay_316_03.jpg;35;356;False
spotassay_317_00.jpg;45;75;False
spotassay_317_01.jpg;45;61;False
spotassay_317_02.jpg;41;411;False
spotassay_317_03.jpg;29;144;False
spotassay_318_00.jpg;52;113;False
spotassay_318_01.jpg;52;59;False
spotassay_318_02.jpg;52;279;False
spotassay_318_03.jpg;41;134;False
spotassay_319_00.jpg;60;56;False
spotassay_319_01.jpg;46;12;False
spotassay_319_02.jpg;45;384;False
spotassay_319_03.jpg;58;159;False
spotassay_320_00.jpg;45;79;False
spotassay_320_01.jpg;56;71;False
spotassay_320_02.jpg;22;252;False
spotassay_320_03.jpg;46;208;False
spotassay_321_00.jpg;33;84;False
spotassay_321_01.jpg;46;101;False
spotassay_321_02.jpg;18;260;False
spotassay_321_03.jpg;31;350;False
spotassay_322_00.jpg;46;63;False
spotassay_322_01.jpg;35;54;False
spotassay_322_02.jpg;58;348;False
spotassay_322_03.jpg;43;176;False
spotassay_323_00.jpg;31;90;False
spotassay_323_01.jpg;41;8;False
spotassay_323_02.jpg;41;151;False
spotassay_323_03.jpg;31;201;False
spotassay_324_00.jpg;6;140;False
spotassay_324_01.jpg;48;54;False
spotassay_324_02.jpg;41;201;False
spotassay_324_03.jpg;64;157;False
spotassay_325_00.jpg;66;82;False
spotassay_325_01.jpg;48;67;False
spotassay_325_02.jpg;87;306;False
spotassay_325_03.jpg;48;178;False
spotassay_326_00.jpg;56;46;False
spotassay_326_01.jpg;39;56;False
spotassay_326_02.jpg;45;124;False
spotassay_326_03.jpg;64;172;False
spotassay_327_00.jpg;50;109;False
spotassay_327_01.jpg;64;29;False
spotassay_327_02.jpg;37;356;False
spotassay_327_03.jpg;46;170;False
spotassay_3a.png;89;214;False
spotassay_3b.png;94;210;False
spotassay_3c.png;90;205;False
spotassay_3d.png;98;138;False
spotassay_4a.png;81;222;False
spotassay_4b.png;71;203;False
spotassay_4c.png;83;229;False
spotassay_4d.png;62;287;False
spotassay_56a.png;62;268;False
spotassay_56b.png;27;275;False
spotassay_56c.png;64;302;False
spotassay_56d0003.png;41;250;False
spotassay_57a.png;43;268;False
spotassay_57b0001.png;33;256;False
spotassay_57c.png;18;193;False
spotassay_57d0001.png;20;315;False
spotassay_58a.png;16;281;False
spotassay_58b0001.png;29;249;False
spotassay_58c.png;81;220;False
spotassay_58d0001.png;35;289;False
spotassay_59a.png;50;254;False
spotassay_59b.png;41;287;False
spotassay_59c.png;29;256;False
spotassay_59d.png;69;235;False
spotassay_5a.png;92;229;False
spotassay_5b.png;92;218;False
spotassay_5c.png;110;229;False
spotassay_5d.png;98;264;False
spotassay_60a.png;71;250;False
spotassay_60b.png;58;210;False
spotassay_60c.png;50;287;False
spotassay_60d.png;50;245;False
spotassay_61a.png;39;256;False
spotassay_61b.png;50;252;False
spotassay_61c.png;68;222;False
spotassay_61d.png;60;224;False
spotassay_62a.png;43;308;False
spotassay_62b.png;45;296;False
spotassay_62c.png;52;285;False
spotassay_62d.png;37;344;False
spotassay_63a.png;45;289;False
spotassay_63b.png;31;277;False
spotassay_63c.png;41;260;False
spotassay_63d.png;33;233;False
spotassay_64a.png;33;233;False
spotassay_64b.png;41;293;False
spotassay_64c.png;24;247;False
spotassay_64d.png;48;245;False
spotassay_65a.png;52;250;False
spotassay_65b.png;52;250;False
spotassay_65c.png;71;314;False
spotassay_65d.png;29;270;False
spotassay_66a.png;29;270;False
spotassay_66b.png;12;270;False
spotassay_66c.png;43;270;False
spotassay_66d.png;66;270;False
spotassay_67a.png;46;291;False
spotassay_67b.png;64;293;False
spotassay_67c.png;33;228;False
spotassay_67d.png;41;281;False
spotassay_68a.png;41;281;False
spotassay_68b.png;14;260;False
spotassay_68c.png;4;203;False
spotassay_68d.png;75;205;False
spotassay_69a.png;43;239;False
spotassay_69b.png;43;239;False
spotassay_69c.png;39;243;False
spotassay_69d.png;50;241;False
spotassay_6a.png;96;197;False
spotassay_6b.png;90;184;False
spotassay_6c.png;75;224;False
spotassay_6d.png;25;281;False
spotassay_70a.png;41;329;False
spotassay_70b.png;20;298;False
spotassay_70c.png;35;233;False
spotassay_70d.png;45;235;False
spotassay_71a.png;50;294;False
spotassay_71b.png;6;273;False
spotassay_71c.png;45;281;False
spotassay_71d.png;52;247;False
spotassay_72a.png;45;298;False
spotassay_72b.png;22;243;False
spotassay_72c.png;1;247;False
spotassay_72d.png;58;222;False
spotassay_73a.png;41;304;False
spotassay_73b.png;58;252;False
spotassay_73c.png;56;260;False
spotassay_73d.png;46;279;False
spotassay_7a.png;87;224;False
spotassay_7b.png;48;281;False
spotassay_7c.png;96;298;False
spotassay_7d.png;54;279;False
spotassay_8a.png;66;237;False
spotassay_8b.png;52;245;False
spotassay_8c.png;90;291;False
spotassay_8d.png;60;258;False
spotassay_9a.png;50;256;False
spotassay_9b.png;60;165;False
spotassay_9c.png;81;254;False
spotassay_9d.png;244;266;False
